"","WT","Date","Diff_PSL"
"651",3,2005-07-24,-63.7203236588975
"652",3,2005-07-25,-76.7390769558551
"653",3,2005-07-26,-13.2940155311662
"654",3,2005-07-27,-2.17729087201587
"655",3,2005-07-28,-12.870223228776
"656",3,2005-07-29,55.8437309791479
"657",3,2005-07-30,97.5710568495269
"658",3,2005-07-31,61.5625925681816
"659",3,2005-08-01,-5.77754854122759
"660",3,2005-08-02,-3.25183107450721
"661",3,2005-08-03,-25.2151652024768
"662",3,2005-08-04,-83.2415002130438
"663",3,2005-08-05,-94.1148897804669
"664",3,2005-08-06,66.387290009734
"665",3,2005-08-07,103.114519507799
"666",3,2005-08-08,85.1899917322589
"667",3,2005-08-09,16.5239586714888
"668",3,2005-08-10,23.4413942034589
"669",3,2005-08-11,84.3970920913707
"670",3,2005-08-12,12.8631259130052
"671",3,2005-08-13,-69.1390158354916
"672",3,2005-08-14,-77.8487448770466
"673",3,2005-08-15,-20.5347904155205
"674",3,2005-08-16,130.126842487007
"675",3,2005-08-17,83.6065599131689
"676",3,2005-08-18,-84.4897655108798
"677",3,2005-08-19,-110.636983139906
"678",3,2005-08-20,-24.7795685562451
"679",3,2005-08-21,-55.4939145938115
"680",3,2005-08-22,-106.103166592278
"681",3,2005-08-23,-20.5240068576531
"682",3,2005-08-24,15.7687862664316
"683",3,2005-08-25,48.2950299768709
"684",3,2005-08-26,29.7295627231797
"685",3,2005-08-27,78.4902689295559
