,Date,Year,Month,Day,WT,Train_or_Test,SPI,Tertile
13819,2016-10-31 GMT,2016,10,31,1,train,-0.372336953802569,T3
13820,2016-11-01 GMT,2016,11,1,1,train,0.868962506917863,T1
13821,2016-11-02 GMT,2016,11,2,3,train,0.631978475504932,T1
13822,2016-11-03 GMT,2016,11,3,2,train,-0.0047465408825562,T2
13823,2016-11-04 GMT,2016,11,4,2,train,-0.470925109038337,T3
13824,2016-11-05 GMT,2016,11,5,1,train,-0.0603412231091885,T2
13825,2016-11-06 GMT,2016,11,6,1,train,-0.281075082995579,T2
13826,2016-11-07 GMT,2016,11,7,3,train,0.434026996874482,T1
13827,2016-11-08 GMT,2016,11,8,5,train,0.135067325829209,T2
13828,2016-11-09 GMT,2016,11,9,5,train,-0.0133679233329369,T2
13829,2016-11-10 GMT,2016,11,10,5,train,-0.338116115567506,T3
13830,2016-11-11 GMT,2016,11,11,3,train,-0.59945177109467,T3
13831,2016-11-12 GMT,2016,11,12,5,train,-0.537806995920402,T3
13832,2016-11-13 GMT,2016,11,13,5,train,0.17425113093538,T2
13833,2016-11-14 GMT,2016,11,14,2,train,0.547248814427343,T1
13834,2016-11-15 GMT,2016,11,15,2,train,-0.169772279299547,T2
13835,2016-11-16 GMT,2016,11,16,2,train,-0.23760894647491,T2
13836,2016-11-17 GMT,2016,11,17,2,train,-0.459136881060678,T3
13837,2016-11-18 GMT,2016,11,18,2,train,0.729923808365013,T1
13838,2016-11-19 GMT,2016,11,19,1,train,2.57788688613937,T1
13839,2016-11-20 GMT,2016,11,20,1,train,2.63044706862195,T1
13840,2016-11-21 GMT,2016,11,21,2,train,2.32113606667409,T1
13841,2016-11-22 GMT,2016,11,22,2,train,1.0769533585333,T1
13842,2016-11-23 GMT,2016,11,23,2,train,0.630078368188565,T1
13843,2016-11-24 GMT,2016,11,24,2,train,0.209464562544665,T2
13844,2016-11-25 GMT,2016,11,25,1,train,0.420801871821759,T2
13845,2016-11-26 GMT,2016,11,26,1,train,0.255303469893235,T2
13846,2016-11-27 GMT,2016,11,27,2,train,0.0454030576912041,T2
13847,2016-11-28 GMT,2016,11,28,1,train,0.358202316354193,T2
13848,2016-11-29 GMT,2016,11,29,2,train,1.00005100520671,T1
13849,2016-11-30 GMT,2016,11,30,2,train,0.392139556482336,T2
13850,2016-12-01 GMT,2016,12,1,1,train,-0.508832722663366,T3
13851,2016-12-02 GMT,2016,12,2,2,train,-1.5907122342136,T3
13852,2016-12-03 GMT,2016,12,3,1,train,-1.89267804519223,T3
13853,2016-12-04 GMT,2016,12,4,1,train,-1.18840941300653,T3
13854,2016-12-05 GMT,2016,12,5,2,train,-1.09986063075574,T3
13855,2016-12-06 GMT,2016,12,6,2,train,-0.97436846844346,T3
13856,2016-12-07 GMT,2016,12,7,1,train,-0.710452070143321,T3
13857,2016-12-08 GMT,2016,12,8,4,train,-0.0676675075379659,T2
13858,2016-12-09 GMT,2016,12,9,1,train,0.00447039759235734,T2
13859,2016-12-10 GMT,2016,12,10,1,train,0.276658407344342,T2
13860,2016-12-11 GMT,2016,12,11,1,train,0.166924846506603,T2
13861,2016-12-12 GMT,2016,12,12,1,train,0.0657937615787821,T2
13862,2016-12-13 GMT,2016,12,13,2,train,0.218369543101966,T2
13863,2016-12-14 GMT,2016,12,14,2,train,-0.106208490268451,T2
13864,2016-12-15 GMT,2016,12,15,2,train,0.0524173842023691,T2
13865,2016-12-16 GMT,2016,12,16,4,train,-0.590055220485373,T3
13866,2016-12-17 GMT,2016,12,17,4,train,-1.70364100038931,T3
13867,2016-12-18 GMT,2016,12,18,4,train,-2.06261003085894,T3
13868,2016-12-19 GMT,2016,12,19,4,train,-2.6791428620337,T3
13869,2016-12-20 GMT,2016,12,20,1,train,-2.11086897538657,T3
13870,2016-12-21 GMT,2016,12,21,1,train,-1.54341752324951,T3
13871,2016-12-22 GMT,2016,12,22,2,train,-0.890111470877404,T3
13872,2016-12-23 GMT,2016,12,23,1,train,-0.423781650397933,T3
13873,2016-12-24 GMT,2016,12,24,1,train,0.0743867842184707,T2
13874,2016-12-25 GMT,2016,12,25,1,train,0.424460287401033,T1
13875,2016-12-26 GMT,2016,12,26,2,train,0.628641471113502,T1
13876,2016-12-27 GMT,2016,12,27,4,train,0.345629466947388,T2
13877,2016-12-28 GMT,2016,12,28,4,train,-0.486059794677656,T3
13878,2016-12-29 GMT,2016,12,29,4,train,-1.114049989372,T3
13879,2016-12-30 GMT,2016,12,30,4,train,-1.3532744458296,T3
13880,2016-12-31 GMT,2016,12,31,4,train,-0.57445732460475,T3
13881,2017-01-01 GMT,2017,1,1,1,train,0.111821734331966,T2
13882,2017-01-02 GMT,2017,1,2,1,train,0.444359421236615,T1
13883,2017-01-03 GMT,2017,1,3,1,train,1.17204380378371,T1
13884,2017-01-04 GMT,2017,1,4,4,train,1.03188016607341,T1
13885,2017-01-05 GMT,2017,1,5,1,train,1.30295268993818,T1
13886,2017-01-06 GMT,2017,1,6,4,train,0.964695774543965,T1
13887,2017-01-07 GMT,2017,1,7,4,train,0.50026606138086,T1
13888,2017-01-08 GMT,2017,1,8,1,train,0.48498012341785,T1
13889,2017-01-09 GMT,2017,1,9,1,train,0.694095914190734,T1
13890,2017-01-10 GMT,2017,1,10,1,train,0.509974569907769,T1
13891,2017-01-11 GMT,2017,1,11,1,train,-0.114962218502061,T2
13892,2017-01-12 GMT,2017,1,12,2,train,-0.695336291044462,T3
13893,2017-01-13 GMT,2017,1,13,2,train,-0.720018779616769,T3
13894,2017-01-14 GMT,2017,1,14,2,train,-0.304660992221127,T2
13895,2017-01-15 GMT,2017,1,15,2,train,-0.695808954555996,T3
13896,2017-01-16 GMT,2017,1,16,1,train,-1.15958639207318,T3
13897,2017-01-17 GMT,2017,1,17,4,train,-1.4897418548797,T3
13898,2017-01-18 GMT,2017,1,18,4,train,-2.17760906321517,T3
13899,2017-01-19 GMT,2017,1,19,4,train,-2.09337097218958,T3
13900,2017-01-20 GMT,2017,1,20,1,train,-1.09555939280078,T3
13901,2017-01-21 GMT,2017,1,21,4,train,-0.982498280841846,T3
13902,2017-01-22 GMT,2017,1,22,4,train,-0.690231525119895,T3
13903,2017-01-23 GMT,2017,1,23,1,train,-0.635279665268949,T3
13904,2017-01-24 GMT,2017,1,24,1,train,-0.535906888604035,T3
13905,2017-01-25 GMT,2017,1,25,2,train,-0.856344389613414,T3
13906,2017-01-26 GMT,2017,1,26,4,train,-0.882633934124936,T3
13907,2017-01-27 GMT,2017,1,27,1,train,-0.556600097138995,T3
13908,2017-01-28 GMT,2017,1,28,1,train,0.339248509541678,T2
13909,2017-01-29 GMT,2017,1,29,2,train,0.337017537767238,T2
13910,2017-01-30 GMT,2017,1,30,2,train,-0.0249954457166739,T2
13911,2017-01-31 GMT,2017,1,31,1,train,-0.184415394886871,T2
13912,2017-02-01 GMT,2017,2,1,1,train,-0.279335681273134,T2
13913,2017-02-02 GMT,2017,2,2,2,train,-0.249066309994495,T2
13914,2017-02-03 GMT,2017,2,3,4,train,-0.49083369614415,T3
13915,2017-02-04 GMT,2017,2,4,1,train,-0.74294295992617,T3
13916,2017-02-05 GMT,2017,2,5,4,train,-0.148880552089743,T2
13917,2017-02-06 GMT,2017,2,6,4,train,0.854640802518382,T1
13918,2017-02-07 GMT,2017,2,7,4,train,0.447564079844816,T1
13919,2017-02-08 GMT,2017,2,8,4,train,-1.31773014976224,T3
13920,2017-02-09 GMT,2017,2,9,4,train,-0.401812250381831,T3
13921,2017-02-10 GMT,2017,2,10,1,train,-1.60488268628939,T3
13922,2017-02-11 GMT,2017,2,11,1,train,-2.46428893623079,T3
13923,2017-02-12 GMT,2017,2,12,3,train,-1.89267804519223,T3
13924,2017-02-13 GMT,2017,2,13,3,train,-0.771463476212133,T3
13925,2017-02-14 GMT,2017,2,14,5,train,-0.188064357195913,T2
13926,2017-02-15 GMT,2017,2,15,5,train,-0.389541905622408,T3
13927,2017-02-16 GMT,2017,2,16,2,train,-1.01210592320434,T3
13928,2017-02-17 GMT,2017,2,17,2,train,-1.60441002277786,T3
13929,2017-02-18 GMT,2017,2,18,2,train,-2.4982167230887,T3
13930,2017-02-19 GMT,2017,2,19,4,train,-2.48196655156216,T3
13931,2017-02-20 GMT,2017,2,20,1,train,-2.75527004720137,T3
13932,2017-02-21 GMT,2017,2,21,1,train,-3.22892615210962,T3
13933,2017-02-22 GMT,2017,2,22,1,train,-1.39561564319282,T3
13934,2017-02-23 GMT,2017,2,23,1,train,-0.821310570138511,T3
13935,2017-02-24 GMT,2017,2,24,2,train,-0.143170776870411,T2
13936,2017-02-25 GMT,2017,2,25,2,train,0.0602257854129112,T2
13937,2017-02-26 GMT,2017,2,26,1,train,0.994615374824069,T1
13938,2017-02-27 GMT,2017,2,27,1,train,1.11964432689505,T1
13939,2017-02-28 GMT,2017,2,28,2,train,0.885846047549858,T1
13940,2017-03-01 GMT,2017,3,1,2,train,0.653314506415578,T1
13941,2017-03-02 GMT,2017,3,2,4,train,0.248308049922531,T2
13942,2017-03-03 GMT,2017,3,3,1,train,-0.338248461350735,T3
13943,2017-03-04 GMT,2017,3,4,1,train,-0.88087562586203,T3
13944,2017-03-05 GMT,2017,3,5,1,train,-0.81129010369399,T3
13945,2017-03-06 GMT,2017,3,6,2,train,-1.1556160185763,T3
13946,2017-03-07 GMT,2017,3,7,4,train,-1.45630563807379,T3
13947,2017-03-08 GMT,2017,3,8,1,train,-0.782618335084336,T3
13948,2017-03-09 GMT,2017,3,9,1,train,0.204359796620098,T2
13949,2017-03-10 GMT,2017,3,10,1,train,0.189215657710547,T2
13950,2017-03-11 GMT,2017,3,11,1,train,0.435284281815162,T1
13951,2017-03-12 GMT,2017,3,12,1,train,0.638038021722798,T1
13952,2017-03-13 GMT,2017,3,13,3,train,0.326202996623339,T2
13953,2017-03-14 GMT,2017,3,14,5,train,0.194471675958806,T2
13954,2017-03-15 GMT,2017,3,15,2,train,0.0299375075938107,T2
13955,2017-03-16 GMT,2017,3,16,1,train,-0.0370861783417144,T2
13956,2017-03-17 GMT,2017,3,17,3,train,0.029011087111204,T2
13957,2017-03-18 GMT,2017,3,18,5,train,-0.631621249689675,T3
13958,2017-03-19 GMT,2017,3,19,2,train,-0.928331042420046,T3
13959,2017-03-20 GMT,2017,3,20,1,train,-0.739605955534739,T3
13960,2017-03-21 GMT,2017,3,21,3,train,0.0592615518493818,T2
13961,2017-03-22 GMT,2017,3,22,3,train,0.75029560571213,T1
13962,2017-03-23 GMT,2017,3,23,5,train,0.714486618078312,T1
13963,2017-03-24 GMT,2017,3,24,5,train,0.565417999810711,T1
13964,2017-03-25 GMT,2017,3,25,3,train,0.811789128562707,T1
13965,2017-03-26 GMT,2017,3,26,5,train,-0.0415575751608263,T2
13966,2017-03-27 GMT,2017,3,27,2,train,0.047804188329797,T2
13967,2017-03-28 GMT,2017,3,28,2,train,0.0809095406776403,T2
13968,2017-03-29 GMT,2017,3,29,1,train,0.178542915620109,T2
13969,2017-03-30 GMT,2017,3,30,2,train,0.0766083027226806,T2
13970,2017-03-31 GMT,2017,3,31,2,train,-0.0316789077697651,T2
13971,2017-04-01 GMT,2017,4,1,2,train,-0.150487608028958,T2
13972,2017-04-02 GMT,2017,4,2,1,train,-0.390969349427241,T3
13973,2017-04-03 GMT,2017,4,3,2,train,-0.684824254547946,T3
13974,2017-04-04 GMT,2017,4,4,4,train,-1.04540034095679,T3
13975,2017-04-05 GMT,2017,4,5,4,train,-0.838846386416424,T3
13976,2017-04-06 GMT,2017,4,6,1,train,-0.061778120184252,T2
13977,2017-04-07 GMT,2017,4,7,1,train,0.58388023657123,T1
13978,2017-04-08 GMT,2017,4,8,2,train,1.31378613762254,T1
13979,2017-04-09 GMT,2017,4,9,2,train,1.29340488700519,T1
13980,2017-04-10 GMT,2017,4,10,2,train,0.707623543890838,T1
13981,2017-04-11 GMT,2017,4,11,4,train,-0.921959538284567,T3
13982,2017-04-12 GMT,2017,4,12,4,train,-1.53957949553585,T3
13983,2017-04-13 GMT,2017,4,13,1,train,-1.97534689335953,T3
13984,2017-04-14 GMT,2017,4,14,1,train,-1.52939832349741,T3
13985,2017-04-15 GMT,2017,4,15,1,train,-0.773533742392652,T3
13986,2017-04-16 GMT,2017,4,16,1,train,-0.276622592716929,T2
13987,2017-04-17 GMT,2017,4,17,1,train,0.515098242372798,T1
13988,2017-04-18 GMT,2017,4,18,3,train,0.473503853357804,T1
13989,2017-04-19 GMT,2017,4,19,2,train,0.364573820489672,T2
13990,2017-04-20 GMT,2017,4,20,2,train,0.260890352599567,T2
13991,2017-04-21 GMT,2017,4,21,3,train,0.459352307822475,T1
13992,2017-04-22 GMT,2017,4,22,5,train,-0.578928721423862,T3
13993,2017-04-23 GMT,2017,4,23,2,train,-0.826887999574613,T3
13994,2017-04-24 GMT,2017,4,24,2,train,-0.866062351410553,T3
13995,2017-04-25 GMT,2017,4,25,1,train,-0.608687616110045,T3
13996,2017-04-26 GMT,2017,4,26,1,train,-0.289507400041346,T2
13997,2017-04-27 GMT,2017,4,27,2,train,-0.156859112164437,T2
13998,2017-04-28 GMT,2017,4,28,2,train,0.138583942355022,T2
13999,2017-04-29 GMT,2017,4,29,2,train,-0.136317155953168,T2
14000,2017-04-30 GMT,2017,4,30,2,train,-0.964801758970012,T3
14001,2017-05-01 GMT,2017,5,1,1,train,-1.23491950254148,T3
14002,2017-05-02 GMT,2017,5,2,1,train,-0.543242626303043,T3
14003,2017-05-03 GMT,2017,5,3,1,train,-0.341122255500862,T3
14004,2017-05-04 GMT,2017,5,4,1,train,-0.289356147717655,T2
14005,2017-05-05 GMT,2017,5,5,3,train,0.423524413648195,T1
14006,2017-05-06 GMT,2017,5,6,5,train,1.57181314856896,T1
14007,2017-05-07 GMT,2017,5,7,5,train,2.33484330850857,T1
14008,2017-05-08 GMT,2017,5,8,5,train,1.61416379920241,T1
14009,2017-05-09 GMT,2017,5,9,3,train,0.823104693028832,T1
14010,2017-05-10 GMT,2017,5,10,3,train,0.35343786815793,T2
14011,2017-05-11 GMT,2017,5,11,5,train,-0.353543852583976,T3
14012,2017-05-12 GMT,2017,5,12,5,train,-0.562338232169018,T3
14013,2017-05-13 GMT,2017,5,13,5,train,-0.335875690522835,T3
14014,2017-05-14 GMT,2017,5,14,5,train,0.773711356073526,T1
14015,2017-05-15 GMT,2017,5,15,5,train,0.31552080126267,T2
14016,2017-05-16 GMT,2017,5,16,3,train,0.364261862572059,T2
14017,2017-05-17 GMT,2017,5,17,3,train,0.917221451445487,T1
14018,2017-05-18 GMT,2017,5,18,5,train,1.3993098733995,T1
14019,2017-05-19 GMT,2017,5,19,2,train,1.10977511277422,T1
14020,2017-05-20 GMT,2017,5,20,2,train,0.720687963349639,T1
14021,2017-05-21 GMT,2017,5,21,1,train,1.04655164147143,T1
14022,2017-05-22 GMT,2017,5,22,1,train,-1.06753989983705,T3
14023,2017-05-23 GMT,2017,5,23,2,train,-2.00783778314238,T3
14024,2017-05-24 GMT,2017,5,24,1,train,-0.526661590318429,T3
14025,2017-05-25 GMT,2017,5,25,3,train,-0.0837475202003536,T2
14026,2017-05-26 GMT,2017,5,26,3,train,0.259623614388656,T2
14027,2017-05-27 GMT,2017,5,27,3,train,0.606965122474551,T1
14028,2017-05-28 GMT,2017,5,28,5,train,0.93171331470912,T1
14029,2017-05-29 GMT,2017,5,29,5,train,0.754946614665625,T1
14030,2017-05-30 GMT,2017,5,30,5,train,0.466981096898634,T1
14031,2017-05-31 GMT,2017,5,31,5,train,0.521271227833432,T1
14032,2017-06-01 GMT,2017,6,1,2,train,-0.0899677720121414,T2
14033,2017-06-02 GMT,2017,6,2,2,train,-0.840897746056481,T3
14034,2017-06-03 GMT,2017,6,3,2,train,-1.25625553345212,T3
14035,2017-06-04 GMT,2017,6,4,1,train,-1.38606784025983,T3
14036,2017-06-05 GMT,2017,6,5,1,train,-1.26008410789555,T3
14037,2017-06-06 GMT,2017,6,6,3,train,-0.552951134829952,T3
14038,2017-06-07 GMT,2017,6,7,5,train,-0.328691205147517,T3
14039,2017-06-08 GMT,2017,6,8,3,train,-1.04889805094215,T3
14040,2017-06-09 GMT,2017,6,9,5,train,-1.80970669237755,T3
14041,2017-06-10 GMT,2017,6,10,3,train,-1.86449784663457,T3
14042,2017-06-11 GMT,2017,6,11,3,train,-0.802205511002306,T3
14043,2017-06-12 GMT,2017,6,12,3,train,0.425244908830179,T1
14044,2017-06-13 GMT,2017,6,13,3,train,0.880580576031369,T1
14045,2017-06-14 GMT,2017,6,14,5,train,0.496598192531356,T1
14046,2017-06-15 GMT,2017,6,15,5,train,0.274758300027976,T2
14047,2017-06-16 GMT,2017,6,16,3,train,0.932687001542881,T1
14048,2017-06-17 GMT,2017,6,17,3,train,1.21409194976978,T1
14049,2017-06-18 GMT,2017,6,18,5,train,0.928697721505533,T1
14050,2017-06-19 GMT,2017,6,19,5,train,0.223795720214377,T2
14051,2017-06-20 GMT,2017,6,20,5,train,0.0401564927131764,T2
14052,2017-06-21 GMT,2017,6,21,3,train,-0.239036390279743,T2
14053,2017-06-22 GMT,2017,6,22,5,train,-1.13905388913215,T3
14054,2017-06-23 GMT,2017,6,23,5,train,-1.33637199865714,T3
14055,2017-06-24 GMT,2017,6,24,5,train,-0.611391251396019,T3
14056,2017-06-25 GMT,2017,6,25,5,train,-0.0299111462366278,T2
14057,2017-06-26 GMT,2017,6,26,3,train,-0.22773973235408,T2
14058,2017-06-27 GMT,2017,6,27,3,train,-0.314690911935879,T3
14059,2017-06-28 GMT,2017,6,28,5,train,0.0815618163235572,T2
14060,2017-06-29 GMT,2017,6,29,5,train,0.523350947284182,T1
14061,2017-06-30 GMT,2017,6,30,3,train,0.727059467485117,T1
14062,2017-07-01 GMT,2017,7,1,3,train,0.381287202257515,T2
14063,2017-07-02 GMT,2017,7,2,5,train,-0.397501559156641,T3
14064,2017-07-03 GMT,2017,7,3,3,train,0.0786880221734303,T2
14065,2017-07-04 GMT,2017,7,4,3,train,0.0963845440452643,T2
14066,2017-07-05 GMT,2017,7,5,5,train,-0.0364433559660281,T2
14067,2017-07-06 GMT,2017,7,6,5,train,-0.180596273713676,T2
14068,2017-07-07 GMT,2017,7,7,5,train,-0.269305761558382,T2
14069,2017-07-08 GMT,2017,7,8,3,train,-0.00986076007735438,T2
14070,2017-07-09 GMT,2017,7,9,5,train,-0.560759536040494,T3
14071,2017-07-10 GMT,2017,7,10,5,train,-0.784045778889169,T3
14072,2017-07-11 GMT,2017,7,11,3,train,-0.834998905432537,T3
14073,2017-07-12 GMT,2017,7,12,3,train,-1.08441398719881,T3
14074,2017-07-13 GMT,2017,7,13,3,train,0.140625848724849,T2
14075,2017-07-14 GMT,2017,7,14,5,train,0.767188599614356,T1
14076,2017-07-15 GMT,2017,7,15,3,train,1.81389249263623,T1
14077,2017-07-16 GMT,2017,7,16,5,train,1.4867526230333,T1
14078,2017-07-17 GMT,2017,7,17,5,train,0.816563030029201,T1
14079,2017-07-18 GMT,2017,7,18,5,train,0.823747515404518,T1
14080,2017-07-19 GMT,2017,7,19,5,train,0.835847701299789,T1
14081,2017-07-20 GMT,2017,7,20,5,train,0.136523129444734,T2
14082,2017-07-21 GMT,2017,7,21,3,train,-0.242373394671173,T2
14083,2017-07-22 GMT,2017,7,22,5,train,-0.328549406094057,T3
14084,2017-07-23 GMT,2017,7,23,2,train,-0.333484013154472,T3
14085,2017-07-24 GMT,2017,7,24,2,train,-0.79170292777602,T3
14086,2017-07-25 GMT,2017,7,25,1,train,-0.710622229007473,T3
14087,2017-07-26 GMT,2017,7,26,3,train,0.0855510963609044,T2
14088,2017-07-27 GMT,2017,7,27,3,train,0.245935279094631,T2
14089,2017-07-28 GMT,2017,7,28,3,train,0.199264483965761,T2
14090,2017-07-29 GMT,2017,7,29,5,train,0.174581995393454,T2
14091,2017-07-30 GMT,2017,7,30,5,train,-0.0173382968298227,T2
14092,2017-07-31 GMT,2017,7,31,3,train,0.271411842366315,T2
14093,2017-08-01 GMT,2017,8,1,5,train,0.237332803184711,T2
14094,2017-08-02 GMT,2017,8,2,5,train,-0.319304107808452,T3
14095,2017-08-03 GMT,2017,8,3,5,train,-0.743103665520091,T3
14096,2017-08-04 GMT,2017,8,4,3,train,-0.322962523387725,T3
14097,2017-08-05 GMT,2017,8,5,3,train,0.0145003173071094,T2
14098,2017-08-06 GMT,2017,8,6,3,train,0.435927104190848,T1
14099,2017-08-07 GMT,2017,8,7,3,train,0.83377743511927,T1
14100,2017-08-08 GMT,2017,8,8,3,train,0.644712030505659,T1
14101,2017-08-09 GMT,2017,8,9,3,train,0.0814011107296357,T2
14102,2017-08-10 GMT,2017,8,10,3,train,0.095741721669578,T2
14103,2017-08-11 GMT,2017,8,11,5,train,0.287000284976707,T2
14104,2017-08-12 GMT,2017,8,12,5,train,0.572262167457723,T1
14105,2017-08-13 GMT,2017,8,13,5,train,0.0356945491642952,T2
14106,2017-08-14 GMT,2017,8,14,5,train,-0.348609245523561,T3
14107,2017-08-15 GMT,2017,8,15,5,train,-1.44181377481015,T3
14108,2017-08-16 GMT,2017,8,16,5,train,-1.04220513561882,T3
14109,2017-08-17 GMT,2017,8,17,3,train,-0.239518507061508,T2
14110,2017-08-18 GMT,2017,8,18,5,train,-0.150166196841115,T2
14111,2017-08-19 GMT,2017,8,19,2,train,-1.58400986562005,T3
14112,2017-08-20 GMT,2017,8,20,1,train,-1.65315108408725,T3
14113,2017-08-21 GMT,2017,8,21,3,train,-0.68433268449595,T3
14114,2017-08-22 GMT,2017,8,22,3,train,0.18730609712395,T2
14115,2017-08-23 GMT,2017,8,23,5,train,0.1688344070932,T2
14116,2017-08-24 GMT,2017,8,24,5,train,0.265673707336292,T2
14117,2017-08-25 GMT,2017,8,25,5,train,0.442941430702013,T1
14118,2017-08-26 GMT,2017,8,26,5,train,0.270145104155403,T2
14119,2017-08-27 GMT,2017,8,27,5,train,0.640911815872925,T1
14120,2017-08-28 GMT,2017,8,28,3,train,1.07568662032239,T1
14121,2017-08-29 GMT,2017,8,29,5,train,0.930115712040135,T1
14122,2017-08-30 GMT,2017,8,30,5,train,0.0618044815414349,T2
14123,2017-08-31 GMT,2017,8,31,3,train,-0.826103378145467,T3
14124,2017-09-01 GMT,2017,9,1,5,train,-0.967042184014683,T3
14125,2017-09-02 GMT,2017,9,2,5,train,-0.91782845919376,T3
14126,2017-09-03 GMT,2017,9,3,3,train,-0.45388086281242,T3
14127,2017-09-04 GMT,2017,9,4,3,train,0.627053321714748,T1
14128,2017-09-05 GMT,2017,9,5,3,train,1.05866128063693,T1
14129,2017-09-06 GMT,2017,9,6,5,train,0.72626539278574,T1
14130,2017-09-07 GMT,2017,9,7,5,train,0.509662611990157,T1
14131,2017-09-08 GMT,2017,9,8,5,train,0.566684738021622,T1
14132,2017-09-09 GMT,2017,9,9,5,train,0.306445661841217,T2
14133,2017-09-10 GMT,2017,9,10,5,train,-0.32663984550746,T3
14134,2017-09-11 GMT,2017,9,11,5,train,-0.200968071060792,T2
14135,2017-09-12 GMT,2017,9,12,3,train,0.370472661113616,T2
14136,2017-09-13 GMT,2017,9,13,5,train,0.661765730001807,T1
14137,2017-09-14 GMT,2017,9,14,5,train,0.821176225901773,T1
14138,2017-09-15 GMT,2017,9,15,3,train,0.650610871129604,T1
14139,2017-09-16 GMT,2017,9,16,3,train,0.623697410782856,T1
14140,2017-09-17 GMT,2017,9,17,3,train,-0.0092179377016681,T2
14141,2017-09-18 GMT,2017,9,18,5,train,-0.487969355264254,T3
14142,2017-09-19 GMT,2017,9,19,5,train,-0.386847723606664,T3
14143,2017-09-20 GMT,2017,9,20,5,train,0.0984453569555527,T2
14144,2017-09-21 GMT,2017,9,21,3,train,0.109269351369682,T2
14145,2017-09-22 GMT,2017,9,22,3,train,0.299119377412439,T2
14146,2017-09-23 GMT,2017,9,23,5,train,0.552022715893836,T1
14147,2017-09-24 GMT,2017,9,24,3,train,0.758122913463134,T1
14148,2017-09-25 GMT,2017,9,25,3,train,1.00512741132059,T1
14149,2017-09-26 GMT,2017,9,26,5,train,0.943974206198313,T1
14150,2017-09-27 GMT,2017,9,27,5,train,0.0559245474579516,T2
14151,2017-09-28 GMT,2017,9,28,5,train,-0.731958259918119,T3
14152,2017-09-29 GMT,2017,9,29,3,train,-0.503415998821186,T3
14153,2017-09-30 GMT,2017,9,30,5,train,0.115820467639544,T2
14154,2017-10-01 GMT,2017,10,1,3,train,0.976143684793319,T1
14155,2017-10-02 GMT,2017,10,2,3,train,1.57530140528408,T1
14156,2017-10-03 GMT,2017,10,3,5,train,1.37414526804543,T1
14157,2017-10-04 GMT,2017,10,4,5,train,0.500908883756546,T1
14158,2017-10-05 GMT,2017,10,5,5,train,-0.00188220000265999,T2
14159,2017-10-06 GMT,2017,10,6,5,train,0.404542247024989,T2
14160,2017-10-07 GMT,2017,10,7,2,train,0.214550421928771,T2
14161,2017-10-08 GMT,2017,10,8,2,train,0.416349381543109,T2
14162,2017-10-09 GMT,2017,10,9,1,train,0.419053016829084,T2
14163,2017-10-10 GMT,2017,10,10,1,train,0.635646344354436,T1
14164,2017-10-11 GMT,2017,10,11,5,train,0.599818450180157,T1
14165,2017-10-12 GMT,2017,10,12,2,train,0.336062757473939,T2
14166,2017-10-13 GMT,2017,10,13,2,train,0.404863658212832,T2
14167,2017-10-14 GMT,2017,10,14,2,train,0.228087504899106,T2
14168,2017-10-15 GMT,2017,10,15,2,train,0.677685037070273,T1
14169,2017-10-16 GMT,2017,10,16,1,train,0.497883837282729,T1
14170,2017-10-17 GMT,2017,10,17,2,train,0.120102799054042,T2
14171,2017-10-18 GMT,2017,10,18,1,train,-0.250824618257402,T2
14172,2017-10-19 GMT,2017,10,19,1,train,-0.745183384970841,T3
14173,2017-10-20 GMT,2017,10,20,3,train,-0.546589083964704,T3
14174,2017-10-21 GMT,2017,10,21,1,train,0.743290732471196,T1
14175,2017-10-22 GMT,2017,10,22,3,train,1.33400668264596,T1
14176,2017-10-23 GMT,2017,10,23,3,train,1.28847027994477,T1
14177,2017-10-24 GMT,2017,10,24,5,train,0.189849026816003,T2
14178,2017-10-25 GMT,2017,10,25,2,train,-0.431902009526088,T3
14179,2017-10-26 GMT,2017,10,26,5,train,-0.43207216839024,T3
14180,2017-10-27 GMT,2017,10,27,3,train,0.364743979353824,T2
14181,2017-10-28 GMT,2017,10,28,5,train,0.171717654513558,T2
14182,2017-10-29 GMT,2017,10,29,2,train,-0.0726021145983812,T2
14183,2017-10-30 GMT,2017,10,30,2,train,-0.357372427027402,T3
14184,2017-10-31 GMT,2017,10,31,2,train,-0.580346711958464,T3
14185,2017-11-01 GMT,2017,11,1,2,train,-0.125493161539039,T2
14186,2017-11-02 GMT,2017,11,2,2,train,0.337669813413155,T2
14187,2017-11-03 GMT,2017,11,3,1,train,0.522717578178726,T1
14188,2017-11-04 GMT,2017,11,4,1,train,0.724677243386986,T1
14189,2017-11-05 GMT,2017,11,5,1,train,0.232700700771678,T2
14190,2017-11-06 GMT,2017,11,6,2,train,0.68167431710762,T1
14191,2017-11-07 GMT,2017,11,7,2,train,0.595989875736731,T1
14192,2017-11-08 GMT,2017,11,8,2,train,0.088878647482104,T2
14193,2017-11-09 GMT,2017,11,9,2,train,-0.136789819464702,T2
14194,2017-11-10 GMT,2017,11,10,2,train,-0.856524001747797,T3
14195,2017-11-11 GMT,2017,11,11,1,train,-0.486220500271578,T3
14196,2017-11-12 GMT,2017,11,12,1,train,-0.109706200253802,T2
14197,2017-11-13 GMT,2017,11,13,1,train,-0.167049737473111,T2
14198,2017-11-14 GMT,2017,11,14,1,train,-0.351955703185222,T3
14199,2017-11-15 GMT,2017,11,15,2,train,-0.522048394445857,T3
